NAME,KEYWORD,S,BETX,ALFX,MUX,BETY,ALFY,MUY,X,PX,Y,PY,T,PT,DX,DPX,DY,DPY,WX,PHIX,DMUX,WY,PHIY,DMUY,DDX,DDPX,DDY,DDPY,R11,R12,R21,R22,ENERGY,L,ANGLE,K0L,K0SL,K1L,K1SL,K2L,K2SL,K3L,K3SL,K4L,K4SL,K5L,K5SL,K6L,K6SL,K7L,K7SL,K8L,K8SL,K9L,K9SL,K10L,K10SL,K11L,K11SL,K12L,K12SL,K13L,K13SL,K14L,K14SL,K15L,K15SL,K16L,K16SL,K17L,K17SL,K18L,K18SL,K19L,K19SL,K20L,K20SL,KSI,HKICK,VKICK,TILT,E1,E2,H1,H2,HGAP,FINT,FINTX,VOLT,LAG,FREQ,HARMON,SLOT_ID,ASSEMBLY_ID,MECH_SEP,V_POS,BBCHARGE,XMA,YMA,SIGX,SIGY,LRAD,PARENT,COMMENTS,RE11,RE12,RE13,RE14,RE15,RE16,RE21,RE22,RE23,RE24,RE25,RE26,RE31,RE32,RE33,RE34,RE35,RE36,RE41,RE42,RE43,RE44,RE45,RE46,RE51,RE52,RE53,RE54,RE55,RE56,RE61,RE62,RE63,RE64,RE65,RE66,KMAX,KMIN,CALIB,POLARITY,ALFA,BETA11,BETA12,BETA13,BETA21,BETA22,BETA23,BETA31,BETA32,BETA33,ALFA11,ALFA12,ALFA13,ALFA21,ALFA22,ALFA23,ALFA31,ALFA32,ALFA33,GAMA11,GAMA12,GAMA13,GAMA21,GAMA22,GAMA23,GAMA31,GAMA32,GAMA33,BETA11P,BETA12P,BETA13P,BETA21P,BETA22P,BETA23P,BETA31P,BETA32P,BETA33P,ALFA11P,ALFA12P,ALFA13P,ALFA21P,ALFA22P,ALFA23P,ALFA31P,ALFA32P,ALFA33P,GAMA11P,GAMA12P,GAMA13P,GAMA21P,GAMA22P,GAMA23P,GAMA31P,GAMA32P,GAMA33P,DISP1,DISP2,DISP3,DISP4,DISP1P,DISP2P,DISP3P,DISP4P,DISP1P2,DISP2P2,DISP3P2,DISP4P2,DISP1P3,DISP2P3,DISP3P3,DISP4P3,MU1,MU2,MU3,SIG11,SIG12,SIG13,SIG14,SIG15,SIG16,SIG21,SIG22,SIG23,SIG24,SIG25,SIG26,SIG31,SIG32,SIG33,SIG34,SIG35,SIG36,SIG41,SIG42,SIG43,SIG44,SIG45,SIG46,SIG51,SIG52,SIG53,SIG54,SIG55,SIG56,SIG61,SIG62,SIG63,SIG64,SIG65,SIG66,N1
"DIBPM","DRIFT",180.195,8.887089629,-3.205623478,4.129119208,8.750215802,3.102338349,4.117005809,0,0,0,0,0,0,4.603850126,1.711626131,0,0,23.47330893,6.735616429,3.657653578,23.38882367,7.284227595,-3.251911978,15.90382933,9.97886268,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05000049824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.887089629e-06,3.205623478e-06,0,0,-5.654159753e-07,0,3.205623478e-06,1.26880929e-06,0,0,3.021357717e-07,0,0,0,8.750215802e-06,-3.102338349e-06,0,0,0,0,-3.102338349e-06,1.214198994e-06,0,0,-5.654159753e-07,3.021357717e-07,0,0,2.312148007e-06,0,0,0,0,0,0,0,0
"IBPM","MONITOR",180.195,8.887089629,-3.205623478,4.129119208,8.750215802,3.102338349,4.117005809,0,0,0,0,0,0,4.603850126,1.711626131,0,0,23.47330893,6.735616429,3.657653578,23.38882367,7.284227595,-3.251911978,15.90382933,9.97886268,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MONITOR","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05000049824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.887089629e-06,3.205623478e-06,0,0,-5.654159753e-07,0,3.205623478e-06,1.26880929e-06,0,0,3.021357717e-07,0,0,0,8.750215802e-06,-3.102338349e-06,0,0,0,0,-3.102338349e-06,1.214198994e-06,0,0,-5.654159753e-07,3.021357717e-07,0,0,2.312148007e-06,0,0,0,0,0,0,0,0
"XY_COR","KICKER",180.195,8.887089629,-3.205623478,4.129119208,8.750215802,3.102338349,4.117005809,0,0,0,0,0,0,4.603850126,1.711626131,0,0,23.47330893,6.735616429,3.657653578,23.38882367,7.284227595,-3.251911978,15.90382933,9.97886268,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KICKER","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05000049824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.887089629e-06,3.205623478e-06,0,0,-5.654159753e-07,0,3.205623478e-06,1.26880929e-06,0,0,3.021357717e-07,0,0,0,8.750215802e-06,-3.102338349e-06,0,0,0,0,-3.102338349e-06,1.214198994e-06,0,0,-5.654159753e-07,3.021357717e-07,0,0,2.312148007e-06,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",180.355,9.94537066,-3.408632965,4.13182797,7.788551025,2.908066509,4.120090627,0,0,0,0,0,0,4.877710307,1.711626131,0,0,23.69863766,6.740180033,3.65905387,23.1620814,7.289722061,-3.239314678,17.15182318,9.97886268,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499916778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94537066e-06,3.408632965e-06,0,0,-5.170742518e-07,0,3.408632965e-06,1.26880929e-06,0,0,3.021357717e-07,0,0,0,7.788551025e-06,-2.908066509e-06,0,0,0,0,-2.908066509e-06,1.214198994e-06,0,0,-5.170742518e-07,3.021357717e-07,0,0,2.312148007e-06,0,0,0,0,0,0,0,0
"O4","DRIFT",180.62,11.84104826,-3.744867427,4.135714872,6.332542899,2.586303776,4.126097545,0,0,0,0,0,0,5.331291231,1.711626131,0,0,24.07330166,6.746574772,3.657952381,22.78748063,7.30058813,-3.208374137,19.21881298,9.97886268,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04997706895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.184104826e-05,3.744867427e-06,0,0,-4.370082723e-07,0,3.744867427e-06,1.26880929e-06,0,0,3.021357717e-07,0,0,0,6.332542899e-06,-2.586303776e-06,0,0,0,0,-2.586303776e-06,1.214198994e-06,0,0,-4.370082723e-07,3.021357717e-07,0,0,2.312148007e-06,0,0,0,0,0,0,0,0
"QF","QUADRUPOLE",181.09,13.1576083,1.117820954,4.141526732,5.116645871,0.1576387557,4.139662372,0,0,0,0,0,0,5.62775795,-0.4694905252,0,0,24.21977216,6.757327824,3.649045972,22.58199956,7.326188892,-3.107066934,21.66712742,1.885123447,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,0.3919195619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04936163482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31576083e-05,-1.117820954e-06,0,0,-2.596891584e-07,0,-1.117820954e-06,1.70967522e-07,0,0,4.407954624e-07,0,0,0,5.116645871e-06,-1.576387557e-07,0,0,0,0,-1.576387557e-07,2.002972266e-07,0,0,-2.596891584e-07,4.407954624e-07,0,0,2.312148007e-06,0,0,0,0,0,0,0,0
"O2","DRIFT",182.04,11.18804667,0.9554018084,4.154001225,4.997900482,-0.03264360959,4.169740131,0,0,0,0,0,0,5.181741951,-0.4694905252,0,0,24.25299954,6.783616911,3.594386289,22.75290085,7.385139107,-2.727522529,24.02577334,1.885123447,0,0,-0,-0,-0,-0,298.7070812,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04937600002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118804667e-05,-9.554018084e-07,0,0,1.590665309e-07,0,-9.554018084e-07,1.70967522e-07,0,0,4.407954624e-07,0,0,0,4.997900482e-06,3.264360959e-08,0,0,0,0,3.264360959e-08,2.002972266e-07,0,0,1.590665309e-07,4.407954624e-07,0,0,2.312148007e-06,0,0,0,0,0,0,0,0
"BH","SBEND",184.24,7.599995883,0.6620943719,4.192182044,6.115236275,-0.4754499009,4.234878264,0,0,0,0,0,0,4.308816079,-0.3224460668,0,0,24.19576069,6.86188465,3.154779208,22.92334215,7.51329738,-1.414050321,28.60318739,1.52778417,0,0,-0,-0,-0,-0,298.7070812,2.2,0.1570796327,0.1570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SBEND","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04944496208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.599995883e-06,-6.620943719e-07,0,0,-5.359311605e-07,0,-6.620943719e-07,1.892591759e-07,0,0,6.069857906e-07,0,0,0,6.115236275e-06,4.754499009e-07,0,0,0,0,4.754499009e-07,2.004914533e-07,0,0,-5.359311605e-07,6.069857906e-07,0,0,2.423677181e-06,0,0,0,0,0,0,0,0
"O3","DRIFT",184.94,6.765800758,0.5296129488,4.207743279,6.879106948,-0.6157939182,4.252088715,0,0,0,0,0,0,4.083103832,-0.3224460668,0,0,24.2464336,6.894064097,2.863951031,23.05234367,7.546862531,-1.048126024,29.95996814,1.52778417,0,0,-0,-0,-0,-0,298.7070812,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04945223178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.765800758e-06,-5.296129488e-07,0,0,-1.110411071e-07,0,-5.296129488e-07,1.892591759e-07,0,0,6.069857906e-07,0,0,0,6.879106948e-06,6.157939182e-07,0,0,0,0,6.157939182e-07,2.004914533e-07,0,0,-1.110411071e-07,6.069857906e-07,0,0,2.423677181e-06,0,0,0,0,0,0,0,0
"BH","SBEND",187.14,5.216581223,0.1687764632,4.267857715,10.56590604,-1.060728667,4.293628623,0,0,0,0,0,0,3.545873136,-0.1649408469,0,0,24.32176014,7.016905815,1.435445828,23.32997638,7.628315135,-0.2786079197,33.41354563,1.117671356,0,0,-0,-0,-0,-0,298.7070812,2.2,0.1570796327,0.1570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SBEND","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495132877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.216581223e-06,-1.687764632e-07,0,0,1.443263366e-07,0,-1.687764632e-07,1.971569981e-07,0,0,6.776406981e-07,0,0,0,1.056590604e-05,1.060728667e-06,0,0,0,0,1.060728667e-06,2.011323305e-07,0,0,1.443263366e-07,6.776406981e-07,0,0,2.432557955e-06,0,0,0,0,0,0,0,0
"O5","DRIFT",187.455,5.129814955,0.1066720088,4.277555122,11.25412246,-1.124085351,4.29822676,0,0,0,0,0,0,3.49391677,-0.1649408469,0,0,24.35558409,7.036767907,1.190577928,23.3892015,7.637138399,-0.2122980161,33.8317526,1.117671356,0,0,-0,-0,-0,-0,298.7070812,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495149611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.129814955e-06,-1.066720088e-07,0,0,3.577831565e-07,0,-1.066720088e-07,1.971569981e-07,0,0,6.776406981e-07,0,0,0,1.125412246e-05,1.124085351e-06,0,0,0,0,1.124085351e-06,2.011323305e-07,0,0,3.577831565e-07,6.776406981e-07,0,0,2.432557955e-06,0,0,0,0,0,0,0,0
"SD","SEXTUPOLE",187.775,5.081733746,0.04358176939,4.287536673,11.99413303,-1.188447697,4.302610904,0,0,0,0,0,0,3.441135699,-0.1649408469,0,0,25.54068935,6.943285165,0.9415904855,26.30774297,7.349450977,-0.1515454711,35.21477982,7.076077713,0,0,-0,-0,-0,-0,298.7070812,0.32,0,0,0,0,0,-0.991088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SEXTUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04951666106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.081733746e-06,-4.358176939e-08,0,0,5.746281799e-07,0,-4.358176939e-08,1.971569981e-07,0,0,6.776406981e-07,0,0,0,1.199413303e-05,1.188447697e-06,0,0,0,0,1.188447697e-06,2.011323305e-07,0,0,5.746281799e-07,6.776406981e-07,0,0,2.432557955e-06,0,0,0,0,0,0,0,0
"O5","DRIFT",188.09,5.073840134,-0.01852268502,4.297416181,12.76281244,-1.251804381,4.306663375,0,0,0,0,0,0,3.389179332,-0.1649408469,0,0,25.51977343,6.963519471,0.6876847643,26.34314705,7.357994033,-0.09200506083,37.50988478,7.076077713,0,0,-0,-0,-0,-0,298.7070812,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04951833446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.073840134e-06,1.852268502e-08,0,0,7.880849999e-07,0,1.852268502e-08,1.971569981e-07,0,0,6.776406981e-07,0,0,0,1.276281244e-05,1.251804381e-06,0,0,0,0,1.251804381e-06,2.011323305e-07,0,0,7.880849999e-07,6.776406981e-07,0,0,2.432557955e-06,0,0,0,0,0,0,0,0
"QD","QUADRUPOLE",188.56,6.157667189,-2.430564451,4.311240504,11.58098351,3.606354593,4.312626119,0,0,0,0,0,0,3.633600046,1.221312071,0,0,25.2777125,6.990501256,0.3224256506,26.16424131,7.369898838,0.003348391283,44.21695512,23.23556343,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,-0.4009681338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04989554507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157667189e-06,2.430564451e-06,0,0,1.192107205e-06,0,2.430564451e-06,1.121795534e-06,0,0,1.068518309e-06,0,0,0,1.158098351e-05,-3.606354593e-06,0,0,0,0,-3.606354593e-06,1.209378585e-06,0,0,1.192107205e-06,1.068518309e-06,0,0,2.432557955e-06,0,0,0,0,0,0,0,0
"O4","DRIFT",188.825,7.52464444,-2.727840268,4.31743812,9.754544185,3.285869268,4.316594696,0,0,0,0,0,0,3.957247745,1.221312071,0,0,25.02952299,7.001088869,0.1587021306,25.76557167,7.378367151,0.07073466858,49.96237571,23.23556343,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04988512109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52464444e-06,2.727840268e-06,0,0,1.475264557e-06,0,2.727840268e-06,1.121795534e-06,0,0,1.068518309e-06,0,0,0,9.754544185e-06,-3.285869268e-06,0,0,0,0,-3.285869268e-06,1.209378585e-06,0,0,1.475264557e-06,1.068518309e-06,0,0,2.432557955e-06,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",188.985,8.426271291,-2.907327553,4.320636342,8.734026111,3.092368694,4.319353692,0,0,0,0,0,0,4.152657676,1.221312071,0,0,24.88126085,7.006376546,0.07483948119,25.52500789,7.384213875,0.1191838206,53.43130889,23.23556343,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04987882736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.426271291e-06,2.907327553e-06,0,0,1.646227487e-06,0,2.907327553e-06,1.121795534e-06,0,0,1.068518309e-06,0,0,0,8.734026111e-06,-3.092368694e-06,0,0,0,0,-3.092368694e-06,1.209378585e-06,0,0,1.646227487e-06,1.068518309e-06,0,0,2.432557955e-06,0,0,0,0,0,0,0,0
"IBPM","MONITOR",188.985,8.426271291,-2.907327553,4.320636342,8.734026111,3.092368694,4.319353692,0,0,0,0,0,0,4.152657676,1.221312071,0,0,24.88126085,7.006376546,0.07483948119,25.52500789,7.384213875,0.1191838206,53.43130889,23.23556343,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MONITOR","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04987882736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.426271291e-06,2.907327553e-06,0,0,1.646227487e-06,0,2.907327553e-06,1.121795534e-06,0,0,1.068518309e-06,0,0,0,8.734026111e-06,-3.092368694e-06,0,0,0,0,-3.092368694e-06,1.209378585e-06,0,0,1.646227487e-06,1.068518309e-06,0,0,2.432557955e-06,0,0,0,0,0,0,0,0
"XY_COR","KICKER",188.985,8.426271291,-2.907327553,4.320636342,8.734026111,3.092368694,4.319353692,0,0,0,0,0,0,4.152657676,1.221312071,0,0,24.88126085,7.006376546,0.07483948119,25.52500789,7.384213875,0.1191838206,53.43130889,23.23556343,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KICKER","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04987882736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.426271291e-06,2.907327553e-06,0,0,1.646227487e-06,0,2.907327553e-06,1.121795534e-06,0,0,1.068518309e-06,0,0,0,8.734026111e-06,-3.092368694e-06,0,0,0,0,-3.092368694e-06,1.209378585e-06,0,0,1.646227487e-06,1.068518309e-06,0,0,2.432557955e-06,0,0,0,0,0,0,0,0
