NAME,KEYWORD,S,BETX,ALFX,MUX,BETY,ALFY,MUY,X,PX,Y,PY,T,PT,DX,DPX,DY,DPY,WX,PHIX,DMUX,WY,PHIY,DMUY,DDX,DDPX,DDY,DDPY,R11,R12,R21,R22,ENERGY,L,ANGLE,K0L,K0SL,K1L,K1SL,K2L,K2SL,K3L,K3SL,K4L,K4SL,K5L,K5SL,K6L,K6SL,K7L,K7SL,K8L,K8SL,K9L,K9SL,K10L,K10SL,K11L,K11SL,K12L,K12SL,K13L,K13SL,K14L,K14SL,K15L,K15SL,K16L,K16SL,K17L,K17SL,K18L,K18SL,K19L,K19SL,K20L,K20SL,KSI,HKICK,VKICK,TILT,E1,E2,H1,H2,HGAP,FINT,FINTX,VOLT,LAG,FREQ,HARMON,SLOT_ID,ASSEMBLY_ID,MECH_SEP,V_POS,BBCHARGE,XMA,YMA,SIGX,SIGY,LRAD,PARENT,COMMENTS,RE11,RE12,RE13,RE14,RE15,RE16,RE21,RE22,RE23,RE24,RE25,RE26,RE31,RE32,RE33,RE34,RE35,RE36,RE41,RE42,RE43,RE44,RE45,RE46,RE51,RE52,RE53,RE54,RE55,RE56,RE61,RE62,RE63,RE64,RE65,RE66,KMAX,KMIN,CALIB,POLARITY,ALFA,BETA11,BETA12,BETA13,BETA21,BETA22,BETA23,BETA31,BETA32,BETA33,ALFA11,ALFA12,ALFA13,ALFA21,ALFA22,ALFA23,ALFA31,ALFA32,ALFA33,GAMA11,GAMA12,GAMA13,GAMA21,GAMA22,GAMA23,GAMA31,GAMA32,GAMA33,BETA11P,BETA12P,BETA13P,BETA21P,BETA22P,BETA23P,BETA31P,BETA32P,BETA33P,ALFA11P,ALFA12P,ALFA13P,ALFA21P,ALFA22P,ALFA23P,ALFA31P,ALFA32P,ALFA33P,GAMA11P,GAMA12P,GAMA13P,GAMA21P,GAMA22P,GAMA23P,GAMA31P,GAMA32P,GAMA33P,DISP1,DISP2,DISP3,DISP4,DISP1P,DISP2P,DISP3P,DISP4P,DISP1P2,DISP2P2,DISP3P2,DISP4P2,DISP1P3,DISP2P3,DISP3P3,DISP4P3,MU1,MU2,MU3,SIG11,SIG12,SIG13,SIG14,SIG15,SIG16,SIG21,SIG22,SIG23,SIG24,SIG25,SIG26,SIG31,SIG32,SIG33,SIG34,SIG35,SIG36,SIG41,SIG42,SIG43,SIG44,SIG45,SIG46,SIG51,SIG52,SIG53,SIG54,SIG55,SIG56,SIG61,SIG62,SIG63,SIG64,SIG65,SIG66,N1
"O3","DRIFT",44.3,6.540115592,0.4339424835,1.018156875,6.889626149,-0.6144538617,1.018428519,0,0,0,0,0,0,0.2747641366,-0.1843802496,0,0,25.63570377,1.604445913,1.015277502,25.64346497,2.05847889,0.3072655309,26.02005033,-10.66603655,0,0,-0,-0,-0,-0,298.7070812,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04961324299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.540115592e-06,-4.339424835e-07,0,0,1.071324936e-06,0,-4.339424835e-07,1.816949658e-07,0,0,-4.920751301e-08,0,0,0,6.889626149e-06,6.144538617e-07,0,0,0,0,6.144538617e-07,1.99946052e-07,0,0,1.071324936e-06,-4.920751301e-08,0,0,1.786216608e-07,0,0,0,0,0,0,0,0
"BH","SBEND",46.5,5.374168098,0.09166758385,1.078402948,10.56789562,-1.058189993,1.059931965,0,0,0,0,0,0,0.08691765946,0.01396200015,0,0,25.13200654,1.72466002,1.704939822,25.23124619,2.143508763,-0.5869034512,2.511070391,-10.87654341,0,0,-0,-0,-0,-0,298.7070812,2.2,0.1570796327,0.1570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SBEND","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967438999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.374168098e-06,-9.166758385e-08,0,0,-1.400165355e-07,0,-9.166758385e-08,1.876388917e-07,0,0,-1.124931838e-09,0,0,0,1.056789562e-05,1.058189993e-06,0,0,0,0,1.058189993e-06,2.005854465e-07,0,0,-1.400165355e-07,-1.124931838e-09,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"O2","DRIFT",47.45,5.369343789,-0.08658936329,1.106698474,12.75948497,-1.248746167,1.072967191,0,0,0,0,0,0,0.1001815596,0.01396200015,0,0,24.90514915,1.781285305,1.655957438,25.07092572,2.170731215,-0.7840033985,-7.838530805,-10.87654341,0,0,-0,-0,-0,-0,298.7070812,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967396279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.369343789e-06,8.658936329e-08,0,0,-1.410852208e-07,0,8.658936329e-08,1.876388917e-07,0,0,-1.124931838e-09,0,0,0,1.275948497e-05,1.248746167e-06,0,0,0,0,1.248746167e-06,2.005854465e-07,0,0,-1.410852208e-07,-1.124931838e-09,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"QD","QUADRUPOLE",47.92,6.582539122,-2.654826871,1.119694169,11.57560438,3.6073839,1.078932098,0,0,0,0,0,0,0.1165408045,0.05674164526,0,0,24.93438513,1.805445864,1.551753259,25.00580131,2.181599229,-0.8581849871,-13.88415051,-15.16362862,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,-0.4009681338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04968531952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.582539122e-06,2.654826871e-06,0,0,-1.551349062e-07,0,2.654826871e-06,1.22264457e-06,0,0,-5.959694031e-08,0,0,0,1.157560438e-05,-3.6073839e-06,0,0,0,0,-3.6073839e-06,1.210582026e-06,0,0,-1.551349062e-07,-5.959694031e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"O4","DRIFT",48.185,8.075457579,-2.978827682,1.125480209,9.748704033,3.286579663,1.082902786,0,0,0,0,0,0,0.1315773404,0.05674164526,0,0,25.1354311,1.814728402,1.490970127,24.77744047,2.187375785,-0.9027946955,-17.92165362,-15.16362862,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04968483522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.075457579e-06,2.978827682e-06,0,0,-1.709280954e-07,0,2.978827682e-06,1.22264457e-06,0,0,-5.959694031e-08,0,0,0,9.748704033e-06,-3.286579663e-06,0,0,0,0,-3.286579663e-06,1.210582026e-06,0,0,-1.709280954e-07,-5.959694031e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",48.345,9.059982138,-3.174450813,1.128457479,8.727989441,3.092886539,1.085663563,0,0,0,0,0,0,0.1406560037,0.05674164526,0,0,25.25930345,1.81931839,1.456510144,24.64181454,2.191570997,-0.9316345176,-20.35939134,-15.16362862,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04968454282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.059982138e-06,3.174450813e-06,0,0,-1.804636058e-07,0,3.174450813e-06,1.22264457e-06,0,0,-5.959694031e-08,0,0,0,8.727989441e-06,-3.092886539e-06,0,0,0,0,-3.092886539e-06,1.210582026e-06,0,0,-1.804636058e-07,-5.959694031e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"IBPM","MONITOR",48.345,9.059982138,-3.174450813,1.128457479,8.727989441,3.092886539,1.085663563,0,0,0,0,0,0,0.1406560037,0.05674164526,0,0,25.25930345,1.81931839,1.456510144,24.64181454,2.191570997,-0.9316345176,-20.35939134,-15.16362862,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MONITOR","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04968454282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.059982138e-06,3.174450813e-06,0,0,-1.804636058e-07,0,3.174450813e-06,1.22264457e-06,0,0,-5.959694031e-08,0,0,0,8.727989441e-06,-3.092886539e-06,0,0,0,0,-3.092886539e-06,1.210582026e-06,0,0,-1.804636058e-07,-5.959694031e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"XY_COR","KICKER",48.345,9.059982138,-3.174450813,1.128457479,8.727989441,3.092886539,1.085663563,0,0,0,0,0,0,0.1406560037,0.05674164526,0,0,25.25930345,1.81931839,1.456510144,24.64181454,2.191570997,-0.9316345176,-20.35939134,-15.16362862,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KICKER","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04968454282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.059982138e-06,3.174450813e-06,0,0,-1.804636058e-07,0,3.174450813e-06,1.22264457e-06,0,0,-5.959694031e-08,0,0,0,8.727989441e-06,-3.092886539e-06,0,0,0,0,-3.092886539e-06,1.210582026e-06,0,0,-1.804636058e-07,-5.959694031e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",48.505,10.1071061,-3.370073944,1.131118714,7.769256649,2.899193414,1.088756141,0,0,0,0,0,0,0.1497346669,0.05674164526,0,0,25.38501439,1.823289725,1.4239286,24.50791885,2.196415224,-0.9617709288,-22.79712906,-15.16362862,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04968425041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01071061e-05,3.370073944e-06,0,0,-1.899991163e-07,0,3.370073944e-06,1.22264457e-06,0,0,-5.959694031e-08,0,0,0,7.769256649e-06,-2.899193414e-06,0,0,0,0,-2.899193414e-06,1.210582026e-06,0,0,-1.899991163e-07,-5.959694031e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"O4","DRIFT",48.77,11.9791055,-3.694074756,1.134952098,6.317697262,2.578389178,1.094777582,0,0,0,0,0,0,0.1647712029,0.05674164526,0,0,25.59719468,1.828748172,1.374120285,24.29003667,2.206204981,-1.013707477,-26.83463217,-15.16362862,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04968376612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19791055e-05,3.694074756e-06,0,0,-2.057923054e-07,0,3.694074756e-06,1.22264457e-06,0,0,-5.959694031e-08,0,0,0,6.317697262e-06,-2.578389178e-06,0,0,0,0,-2.578389178e-06,1.210582026e-06,0,0,-2.057923054e-07,-5.959694031e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"QF","QUADRUPOLE",49.24,13.22007768,1.217855285,1.140716682,5.106431867,0.1551010403,1.108371985,0,0,0,0,0,0,0.1756844631,-0.01101729181,0,0,25.65519515,1.839191854,1.292636371,24.24292546,2.231459674,-1.095751272,-31.32411441,-3.587274029,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,0.3919195619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966459208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322007768e-05,-1.217855285e-06,0,0,-2.142862834e-07,0,-1.217855285e-06,1.878333513e-07,0,0,2.400889007e-08,0,0,0,5.106431867e-06,-1.551010403e-07,0,0,0,0,-1.551010403e-07,2.005424452e-07,0,0,-2.142862834e-07,2.400889007e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"O_DRIFT2","DRIFT",52.74,6.99604924,0.5604385557,1.200000282,6.477369538,-0.5467975179,1.212500083,0,0,0,0,0,0,0.1371239418,-0.01101729181,0,0,26.23652466,1.961452312,-0.002503921003,25.12072455,2.438639746,-0.002495114847,-43.83048595,-3.587274029,0,0,-0,-0,-0,-0,298.7070812,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966583403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99604924e-06,-5.604385557e-07,0,0,-1.302551681e-07,0,-5.604385557e-07,1.878333513e-07,0,0,2.400889007e-08,0,0,0,6.477369538e-06,5.467975179e-07,0,0,0,0,5.467975179e-07,2.005424452e-07,0,0,-1.302551681e-07,2.400889007e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"O_DRIFT2","DRIFT",56.24,5.373937904,-0.09697817386,1.296686588,12.76159712,-1.248696076,1.275392553,0,0,0,0,0,0,0.09856342042,-0.01101729181,0,0,26.83136581,2.158356258,-2.360724415,25.99959452,2.563421273,1.480973062,-56.33685748,-3.587274029,0,0,-0,-0,-0,-0,298.7070812,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966707598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.373937904e-06,9.697817386e-08,0,0,-4.622405288e-08,0,9.697817386e-08,1.878333513e-07,0,0,2.400889007e-08,0,0,0,1.276159712e-05,1.248696076e-06,0,0,0,0,1.248696076e-06,2.005424452e-07,0,0,-4.622405288e-08,2.400889007e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"QD","QUADRUPOLE",56.71,6.599139983,-2.671569296,1.309660329,11.57729256,3.608178473,1.281356531,0,0,0,0,0,0,0.1026552729,0.02870202524,0,0,26.60814143,2.185419486,-2.541057602,25.94732371,2.576400537,1.613770027,-63.4738948,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,-0.4009681338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496779777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.599139983e-06,2.671569296e-06,0,0,-3.900650432e-08,0,2.671569296e-06,1.233082269e-06,0,0,7.184908822e-09,0,0,0,1.157729256e-05,-3.608178473e-06,0,0,0,0,-3.608178473e-06,1.21090072e-06,0,0,-3.900650432e-08,7.184908822e-09,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"O4","DRIFT",56.975,8.101664913,-2.998336098,1.315429724,9.74999347,3.287289782,1.285326667,0,0,0,0,0,0,0.1102613096,0.02870202524,0,0,26.21237486,2.197730118,-2.603116602,25.92575581,2.586843973,1.698410373,-70.70122157,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967773273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.101664913e-06,2.998336098e-06,0,0,-3.710250348e-08,0,2.998336098e-06,1.233082269e-06,0,0,7.184908822e-09,0,0,0,9.74999347e-06,-3.287289782e-06,0,0,0,0,-3.287289782e-06,1.21090072e-06,0,0,-3.710250348e-08,7.184908822e-09,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",57.135,9.09269937,-3.195629261,1.318396821,8.729059798,3.093545667,1.288087093,0,0,0,0,0,0,0.1148536336,0.02870202524,0,0,25.97372722,2.204141711,-2.630389789,25.91584255,2.593877965,1.755214083,-75.06489057,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967758482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09269937e-06,3.195629261e-06,0,0,-3.595291807e-08,0,3.195629261e-06,1.233082269e-06,0,0,7.184908822e-09,0,0,0,8.729059798e-06,-3.093545667e-06,0,0,0,0,-3.093545667e-06,1.21090072e-06,0,0,-3.595291807e-08,7.184908822e-09,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"IBPM","MONITOR",57.135,9.09269937,-3.195629261,1.318396821,8.729059798,3.093545667,1.288087093,0,0,0,0,0,0,0.1148536336,0.02870202524,0,0,25.97372722,2.204141711,-2.630389789,25.91584255,2.593877965,1.755214083,-75.06489057,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MONITOR","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967758482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09269937e-06,3.195629261e-06,0,0,-3.595291807e-08,0,3.195629261e-06,1.233082269e-06,0,0,7.184908822e-09,0,0,0,8.729059798e-06,-3.093545667e-06,0,0,0,0,-3.093545667e-06,1.21090072e-06,0,0,-3.595291807e-08,7.184908822e-09,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
